Year,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Week 18,Week 19,Week 20,Week 21,Week 22,Week 23,Week 24,Week 25,Week 26,Week 27,Week 28,Week 29,Week 30,Week 31,Week 32,Week 33,Week 34,Week 35,Week 36,Week 37,Week 38,Week 39,Week 40,Week 41,Week 42,Week 43,Week 44,Week 45,Week 46,Week 47,Week 48,Week 49,Week 50,Week 51,Week 52
2018,ILLINOIS,17,EAST SOUTHEAST,70,MOULTRIE,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,NORTHWEST,10,OGLE,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,CENTRAL,40,PEORIA,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,SOUTHWEST,80,PERRY,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,EAST,50,PIATT,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,WEST SOUTHWEST,60,PIKE,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,SOUTHWEST,80,PULASKI,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,SOUTHWEST,80,RANDOLPH,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,EAST SOUTHEAST,70,RICHLAND,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,NORTHWEST,10,ROCK ISLAND,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,SOUTHWEST,80,ST CLAIR,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,SOUTHEAST,90,SALINE,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,WEST SOUTHWEST,60,SANGAMON,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,WEST,30,SCHUYLER,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,EAST SOUTHEAST,70,SHELBY,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,NORTHWEST,10,STEPHENSON,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,CENTRAL,40,TAZEWELL,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,EAST,50,VERMILION,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,WEST,30,WARREN,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,SOUTHWEST,80,WASHINGTON,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,SOUTHEAST,90,WAYNE,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,SOUTHEAST,90,WHITE,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,NORTHWEST,10,WHITESIDE,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,NORTHEAST,20,WILL,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,SOUTHWEST,80,WILLIAMSON,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,NORTHWEST,10,WINNEBAGO,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,CENTRAL,40,WOODFORD,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,SOUTHWEST,80,ALEXANDER,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,NORTHEAST,20,COOK,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,NORTHEAST,20,DU PAGE,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,WEST SOUTHWEST,60,JERSEY,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,NORTHWEST,10,JO DAVIESS,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
2018,ILLINOIS,17,SOUTHWEST,80,JOHNSON,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,16,9,14,12,6,2,2,4,0,0,0,0,0
